uid,id,source,rank,game
2229,112,"9. Cascadia","9","Cascadia"
2230,112,"10. Dice Throne","10","Dice Throne"
2231,112,"11. Ticket to Ride","11","Ticket to Ride"
2232,112,"12. Arboretum","12","Arboretum"
2233,112,"13. Voyages","13","Voyages"
2234,112,"14. The Crew: The Quest for Planet Nine","14","The Crew: The Quest for Planet Nine"
2235,112,"15. Jambo","15","Jambo"
2236,112,"16. Dandelions","16","Dandelions"
2237,112,"17. Tiny Epic Zombies","17","Tiny Epic Zombies"
2238,112,"18. The Game","18","The Game"
2239,112,"19. Splendor","19","Splendor"
2240,112,"20. P'achakuna","20","P'achakuna"
2241,113,"1. Race for the Galaxy","1","Race for the Galaxy"
2242,113,"2. Memoir '44","2","Memoir '44"
2243,113,"3. The Castles of Burgundy","3","The Castles of Burgundy"
2244,113,"4. Twilight Struggle","4","Twilight Struggle"
2245,113,"5. 51st State: Ultimate Edition","5","51st State: Ultimate Edition"
2246,113,"6. Summoner Wars (Second Edition)","6","Summoner Wars (Second Edition)"
2247,113,"7. Marvel Champions: The Card Game","7","Marvel Champions: The Card Game"
2248,113,"8. Radlands","8","Radlands"
2249,113,"9. 7 Wonders Duel","9","7 Wonders Duel"
2250,113,"10.Crokinole","10","Crokinole"
2251,113,"11. Jaipur","11","Jaipur"
2252,113,"12. Dice Masters","12","Dice Masters"
2253,113,"13. Shards of Infinity","13","Shards of Infinity"
2254,113,"14. Dominion","14","Dominion"
2255,113,"15. Pandemic","15","Pandemic"
2256,113,"16. Whitehall Mystery","16","Whitehall Mystery"
2257,113,"17. Dice Throne","17","Dice Throne"
2258,113,"18. Neuroshima Hex! 3.0","18","Neuroshima Hex! 3.0"
2259,113,"19. The Few and Cursed","19","The Few and Cursed"
2260,113,"20. Cry Havoc","20","Cry Havoc"
2261,114,"1. The Castles of Burgundy","1","The Castles of Burgundy"
2262,114,"2. Carcassonne: The Castle","2","Carcassonne: The Castle"
2263,114,"3. Jaipur","3","Jaipur"
2264,114,"4. Ingenious: Travel Edition","4","Ingenious: Travel Edition"
2265,114,"5. Schotten Totten","5","Schotten Totten"
2266,114,"6. Patchwork","6","Patchwork"
2267,114,"7. Lost Cities","7","Lost Cities"
2268,114,"8. Downspin","8","Downspin"
2269,114,"9. Kingdomino","9","Kingdomino"
2270,114,"10. Start Player","10","Start Player"
2271,114,".",".","."
2272,114,".",".","."
2273,114,".",".","."
2274,114,".",".","."
2275,114,".",".","."
2276,114,".",".","."
2277,114,".",".","."
2278,114,".",".","."
2279,114,".",".","."
2280,114,".",".","."
2281,115,"1. Wingspan","1","Wingspan"
2282,115,"2. Ark Nova","2","Ark Nova"
2283,115,"3. Viticulture Essential Edition","3","Viticulture Essential Edition"
2284,115,"4. A Feast for Odin","4","A Feast for Odin"
2285,115,"5. Paleo","5","Paleo"
2286,115,"6. Lost Ruins of Arnak","6","Lost Ruins of Arnak"
2287,115,"7. Gloomhaven: Jaws of the Lion","7","Gloomhaven: Jaws of the Lion"
2288,115,"8. Cascadia","8","Cascadia"
2289,115,"9. Zoo Tycoon","9","Zoo Tycoon"
2290,115,"10. Everdell","10","Everdell"
2291,115,"11. Parks","11","Parks"
2292,115,"12. 7 Wonders Duel","12","7 Wonders Duel"
2293,115,"13. Apiary","13","Apiary"
2294,115,"14. Ahau: Rulers of Yucatan","14","Ahau: Rulers of Yucatan"
2295,115,"15. Birdwatcher","15","Birdwatcher"
2296,115,"16. Earth","16","Earth"
2297,115,"17. Sagrada","17","Sagrada"
2298,115,"18. First Ascent","18","First Ascent"
2299,115,"19. The Quacks of Quedlinburg","19","The Quacks of Quedlinburg"
2300,115,"20. Stardew Valley: The Board Game","20","Stardew Valley: The Board Game"
2301,116,"1. Go","1","Go"
2302,116,"2. Shogi","2","Shogi"
2303,116,"3. Neuroshima Hex! 3.0","3","Neuroshima Hex! 3.0"
2304,116,"4. Backgammon","4","Backgammon"
2305,116,"5. Julius Caesar: Caesar, Pompey, and the Roman Civil War","5","Julius Caesar: Caesar, Pompey, and the Roman Civil War"
2306,116,"6. Through the Desert","6","Through the Desert"
2307,116,"7. Arimaa","7","Arimaa"
2308,116,"8. Gnostica","8","Gnostica"
2309,116,"9. Advanced Squad Leader Starter Kit 1","9","Advanced Squad Leader Starter Kit 1"
2310,116,"10. Fano330-R-Morris","10","Fano330-R-Morris"
2311,116,"11. Greed","11","Greed"
2312,116,"12. SEVEN","12","SEVEN"
2313,116,"13. Pent-Up","13","Pent-Up"
2314,116,"14. Spline+","14","Spline+"
2315,116,"15. Kingdom Builder","15","Kingdom Builder"
2316,116,"16. Concordia","16","Concordia"
2317,116,"17. Factory Fun","17","Factory Fun"
2318,116,"18. Carcassonne: The Discovery","18","Carcassonne: The Discovery"
2319,116,"19. Spangles","19","Spangles"
2320,116,"20. Space Empires 4X","20","Space Empires 4X"
2321,117,"1. Sea,Salt & Paper","1","Sea,Salt & Paper"
2322,117,"2. Undaunted","2","Undaunted"
2323,117,"3. Hanamikoji","3","Hanamikoji"
2324,117,"4. Air,Land & Sea: Critters at War","4","Air,Land & Sea: Critters at War"
2325,117,"5. Next Station: Tokyo","5","Next Station: Tokyo"
2326,117,"6. Azul","6","Azul"
2327,117,"7. Patchwork","7","Patchwork"
2328,117,"8. Skytear","8","Skytear"
2329,117,"9. Challengers","9","Challengers"
2330,117,"10. Obsession","10","Obsession"
2331,117,"11. Dice Throne","11","Dice Throne"
2332,117,"12. Dobble","12","Dobble"
2333,117,"13. Faraway","13","Faraway"
2334,117,"14. Mindbug","14","Mindbug"
2335,117,"15. Star Wars: Unlimited","15","Star Wars: Unlimited"
2336,117,"16. Santa Monica","16","Santa Monica"
2337,117,"17. Pagan: Fate of Roanoke","17","Pagan: Fate of Roanoke"
2338,117,"18. Carcassonne","18","Carcassonne"
2339,117,"19. Too Many Bones","19","Too Many Bones"
2340,117,"20. Star Realms","20","Star Realms"
2341,118,"1. Ark Nova","1","Ark Nova"
2342,118,"2. Underwater Cities","2","Underwater Cities"
2343,118,"3. Carpe Diem","3","Carpe Diem"
2344,118,"4. Troyes","4","Troyes"
2345,118,"5. Bora Bora","5","Bora Bora"
2346,118,"6. Concordia","6","Concordia"
2347,118,"7. Brass: Birminghmam","7","Brass: Birminghmam"
2348,118,"8. Village","8","Village"
2349,118,"9. Grand Austria Hotel","9","Grand Austria Hotel"
2350,118,"10. Lorenzo il Magnifico","10","Lorenzo il Magnifico"
2351,118,"11. Carnegie","11","Carnegie"
2352,118,"12. Radlands","12","Radlands"
2353,118,"13. Race for the Galaxy","13","Race for the Galaxy"
2354,118,"14. Obsession","14","Obsession"
2355,118,"15. Five Tribes","15","Five Tribes"
2356,118,"16. Le Havre","16","Le Havre"
2357,118,"17. Innovation","17","Innovation"
2358,118,"18. The Castles of Burgundy","18","The Castles of Burgundy"
2359,118,"19. Lacrimosa","19","Lacrimosa"
2360,118,"20. Bruxelles 1893","20","Bruxelles 1893"
2361,119,"1. Splendor Duel","1","Splendor Duel"
2362,119,"2. 7 Wonders Duel","2","7 Wonders Duel"
2363,119,"3. Botanik","3","Botanik"
2364,119,"4. Targi","4","Targi"
2365,119,"5. The Castles of Burgundy","5","The Castles of Burgundy"
2366,119,"6. The Fox in the Forest Duet","6","The Fox in the Forest Duet"
2367,119,"7. Ticket to Ride","7","Ticket to Ride"
2368,119,"8. Hive","8","Hive"
2369,119,"9. The Fox in the Forest","9","The Fox in the Forest"
2370,119,"10. Carcassonne","10","Carcassonne"
2371,119,"11. Patchwork","11","Patchwork"
2372,119,"12. Endless Winter: Paleoamericans","12","Endless Winter: Paleoamericans"
2373,119,"13. Trails of Tucana","13","Trails of Tucana"
2374,119,"14. Cascadia","14","Cascadia"
2375,119,"15. Calico","15","Calico"
2376,119,"16. Azul","16","Azul"
2377,119,"17. The White Castle","17","The White Castle"
2378,119,"18. Dominion","18","Dominion"
2379,119,"19. Village","19","Village"
2380,119,"20. Kingdomino","20","Kingdomino"
2381,120,"1. Lost Ruins of Arnak","1","Lost Ruins of Arnak"
2382,120,"2. The Castles of Burgundy: Special Edition","2","The Castles of Burgundy: Special Edition"
2383,120,"3. Le Havre","3","Le Havre"
2384,120,"4. Terraforming Mars: Ares Expedition","4","Terraforming Mars: Ares Expedition"
2385,120,"5. Gaia Project","5","Gaia Project"
2386,120,"6. Nusfjord","6","Nusfjord"
2387,120,"7. Terraforming Mars","7","Terraforming Mars"
2388,120,"8. Planet Unknown","8","Planet Unknown"
2389,120,"9. Space Base","9","Space Base"
2390,120,"10. Beyond the Sun","10","Beyond the Sun"
2391,120,"11. History Maker Baseball","11","History Maker Baseball"
2392,120,"12. Strat-O-Matic Baseball","12","Strat-O-Matic Baseball"
2393,120,"13. Hockey Blast Pro Hockey Game","13","Hockey Blast Pro Hockey Game"
2394,120,"14. Soccer Blast Pro Soccer Game","14","Soccer Blast Pro Soccer Game"
2395,120,"15. History Maker Golf","15","History Maker Golf"
2396,120,"16. Second Season Pro Football Game","16","Second Season Pro Football Game"
2397,120,"17. Twilight Struggle","17","Twilight Struggle"
2398,120,"18. The Shores of Tripoli","18","The Shores of Tripoli"
2399,120,"19. For the People","19","For the People"
2400,120,"20. Bitter Woods (Fourth Edition)","20","Bitter Woods (Fourth Edition)"
